#ZVView-data-copy:  10-Nov-2015 14:42:01
#=======================================
#
#name:   6-C-0(N,TOT),,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  3
#ldata:  2444
#data...
#            X            Y         +-dY  # Comments...
#          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
        3.6196       2.6366     0.024815  # 2001,W.P.Abfalterer+     ## 13794002
        3.6226       2.6301     0.024565  # 2001,W.P.Abfalterer+     ## 13794002
        3.6257       2.5978     0.024475  # 2001,W.P.Abfalterer+     ## 13794002
        3.6288       2.6151     0.024545  # 2001,W.P.Abfalterer+     ## 13794002
        3.6318       2.6431     0.024792  # 2001,W.P.Abfalterer+     ## 13794002
        3.6349       2.5745     0.024275  # 2001,W.P.Abfalterer+     ## 13794002
         3.638       2.6266     0.024675  # 2001,W.P.Abfalterer+     ## 13794002
        3.6411       2.6244     0.024482  # 2001,W.P.Abfalterer+     ## 13794002
        3.6441       2.6463     0.024491  # 2001,W.P.Abfalterer+     ## 13794002
        3.6472       2.6202     0.024326  # 2001,W.P.Abfalterer+     ## 13794002
        3.6503       2.5933     0.023995  # 2001,W.P.Abfalterer+     ## 13794002
        3.6534        2.577     0.023802  # 2001,W.P.Abfalterer+     ## 13794002
        3.6565       2.5925     0.023903  # 2001,W.P.Abfalterer+     ## 13794002
        3.6596       2.5779     0.023803  # 2001,W.P.Abfalterer+     ## 13794002
        3.6627        2.568     0.023884  # 2001,W.P.Abfalterer+     ## 13794002
        3.6658       2.5531      0.02347  # 2001,W.P.Abfalterer+     ## 13794002
        3.6689       2.5557     0.023724  # 2001,W.P.Abfalterer+     ## 13794002
         3.672       2.5369     0.023434  # 2001,W.P.Abfalterer+     ## 13794002
        3.6752       2.6226     0.024005  # 2001,W.P.Abfalterer+     ## 13794002
        3.6783       2.5161     0.023037  # 2001,W.P.Abfalterer+     ## 13794002
        3.6814       2.5517     0.023319  # 2001,W.P.Abfalterer+     ## 13794002
        3.6846       2.5779     0.023573  # 2001,W.P.Abfalterer+     ## 13794002
        3.6877       2.4898     0.022913  # 2001,W.P.Abfalterer+     ## 13794002
        3.6908       2.5256     0.023173  # 2001,W.P.Abfalterer+     ## 13794002
         3.694       2.5551     0.023172  # 2001,W.P.Abfalterer+     ## 13794002
        3.6971       2.4599     0.022887  # 2001,W.P.Abfalterer+     ## 13794002
        3.7003       2.5099     0.022881  # 2001,W.P.Abfalterer+     ## 13794002
        3.7034       2.5262     0.022994  # 2001,W.P.Abfalterer+     ## 13794002
        3.7066       2.5053     0.022825  # 2001,W.P.Abfalterer+     ## 13794002
        3.7098       2.4581     0.022537  # 2001,W.P.Abfalterer+     ## 13794002
        3.7129       2.4737     0.022576  # 2001,W.P.Abfalterer+     ## 13794002
        3.7161        2.527     0.022732  # 2001,W.P.Abfalterer+     ## 13794002
        3.7193       2.4797     0.022431  # 2001,W.P.Abfalterer+     ## 13794002
        3.7225       2.4457     0.022365  # 2001,W.P.Abfalterer+     ## 13794002
        3.7257       2.5113     0.022362  # 2001,W.P.Abfalterer+     ## 13794002
        3.7289       2.4515     0.022135  # 2001,W.P.Abfalterer+     ## 13794002
        3.7321       2.4656     0.022076  # 2001,W.P.Abfalterer+     ## 13794002
        3.7353       2.4487     0.022046  # 2001,W.P.Abfalterer+     ## 13794002
        3.7385       2.4347     0.021861  # 2001,W.P.Abfalterer+     ## 13794002
        3.7417       2.4488     0.021886  # 2001,W.P.Abfalterer+     ## 13794002
        3.7449       2.4456     0.021911  # 2001,W.P.Abfalterer+     ## 13794002
        3.7481       2.4047      0.02186  # 2001,W.P.Abfalterer+     ## 13794002
        3.7513       2.3608     0.021604  # 2001,W.P.Abfalterer+     ## 13794002
        3.7545        2.338     0.021431  # 2001,W.P.Abfalterer+     ## 13794002
        3.7578       2.3826     0.021809  # 2001,W.P.Abfalterer+     ## 13794002
         3.761       2.4127     0.021699  # 2001,W.P.Abfalterer+     ## 13794002
        3.7642       2.3317     0.021453  # 2001,W.P.Abfalterer+     ## 13794002
        3.7675        2.407     0.021994  # 2001,W.P.Abfalterer+     ## 13794002
        3.7707       2.4541     0.022031  # 2001,W.P.Abfalterer+     ## 13794002
         3.774       2.3863     0.021557  # 2001,W.P.Abfalterer+     ## 13794002
        3.7772       2.3981     0.021354  # 2001,W.P.Abfalterer+     ## 13794002
        3.7805       2.3822     0.021173  # 2001,W.P.Abfalterer+     ## 13794002
        3.7837       2.3179      0.02073  # 2001,W.P.Abfalterer+     ## 13794002
         3.787       2.3567     0.020819  # 2001,W.P.Abfalterer+     ## 13794002
        3.7903       2.3097      0.02048  # 2001,W.P.Abfalterer+     ## 13794002
        3.7936       2.3325     0.020477  # 2001,W.P.Abfalterer+     ## 13794002
        3.7968       2.3832     0.020756  # 2001,W.P.Abfalterer+     ## 13794002
        3.8001        2.299     0.020303  # 2001,W.P.Abfalterer+     ## 13794002
        3.8034       2.3362     0.020361  # 2001,W.P.Abfalterer+     ## 13794002
        3.8067       2.3175     0.020336  # 2001,W.P.Abfalterer+     ## 13794002
          3.81       2.3192     0.020351  # 2001,W.P.Abfalterer+     ## 13794002
        3.8133       2.2584     0.019705  # 2001,W.P.Abfalterer+     ## 13794002
        3.8166       2.3179     0.020278  # 2001,W.P.Abfalterer+     ## 13794002
        3.8199       2.2766     0.019931  # 2001,W.P.Abfalterer+     ## 13794002
        3.8232       2.2626     0.019819  # 2001,W.P.Abfalterer+     ## 13794002
        3.8265       2.1957     0.019521  # 2001,W.P.Abfalterer+     ## 13794002
        3.8298       2.2372      0.01971  # 2001,W.P.Abfalterer+     ## 13794002
        3.8332       2.2423      0.01946  # 2001,W.P.Abfalterer+     ## 13794002
        3.8365       2.2396     0.019491  # 2001,W.P.Abfalterer+     ## 13794002
        3.8398       2.2675     0.019548  # 2001,W.P.Abfalterer+     ## 13794002
        3.8432       2.2259     0.019256  # 2001,W.P.Abfalterer+     ## 13794002
        3.8465       2.2491     0.019334  # 2001,W.P.Abfalterer+     ## 13794002
        3.8499       2.2013     0.019133  # 2001,W.P.Abfalterer+     ## 13794002
        3.8532        2.256     0.019297  # 2001,W.P.Abfalterer+     ## 13794002
        3.8566       2.2258     0.019224  # 2001,W.P.Abfalterer+     ## 13794002
        3.8599       2.2232     0.019098  # 2001,W.P.Abfalterer+     ## 13794002
        3.8633       2.1609     0.018825  # 2001,W.P.Abfalterer+     ## 13794002
        3.8667       2.1933     0.019041  # 2001,W.P.Abfalterer+     ## 13794002
          3.87       2.1636     0.018859  # 2001,W.P.Abfalterer+     ## 13794002
        3.8734       2.1858     0.018849  # 2001,W.P.Abfalterer+     ## 13794002
        3.8768        2.169     0.018769  # 2001,W.P.Abfalterer+     ## 13794002
        3.8802       2.1549     0.018521  # 2001,W.P.Abfalterer+     ## 13794002
        3.8836       2.1432     0.018536  # 2001,W.P.Abfalterer+     ## 13794002
         3.887        2.167     0.018557  # 2001,W.P.Abfalterer+     ## 13794002
        3.8904       2.1381      0.01864  # 2001,W.P.Abfalterer+     ## 13794002
        3.8938       2.1232     0.018488  # 2001,W.P.Abfalterer+     ## 13794002
        3.8972       2.1096     0.018323  # 2001,W.P.Abfalterer+     ## 13794002
        3.9006       2.1072     0.018192  # 2001,W.P.Abfalterer+     ## 13794002
         3.904       2.0828     0.018183  # 2001,W.P.Abfalterer+     ## 13794002
        3.9074       2.1756     0.018362  # 2001,W.P.Abfalterer+     ## 13794002
        3.9109       2.1082     0.018215  # 2001,W.P.Abfalterer+     ## 13794002
        3.9143       2.1477     0.018207  # 2001,W.P.Abfalterer+     ## 13794002
        3.9177       2.0398     0.017813  # 2001,W.P.Abfalterer+     ## 13794002
        3.9212       2.0598     0.017823  # 2001,W.P.Abfalterer+     ## 13794002
        3.9246       2.0697      0.01797  # 2001,W.P.Abfalterer+     ## 13794002
        3.9281        2.055     0.017719  # 2001,W.P.Abfalterer+     ## 13794002
        3.9315       2.0303     0.017569  # 2001,W.P.Abfalterer+     ## 13794002
         3.935       2.0679     0.017702  # 2001,W.P.Abfalterer+     ## 13794002
        3.9385       2.0651      0.01768  # 2001,W.P.Abfalterer+     ## 13794002
        3.9419       2.0513     0.017571  # 2001,W.P.Abfalterer+     ## 13794002
        3.9454       2.0056      0.01744  # 2001,W.P.Abfalterer+     ## 13794002
        3.9489       2.0038     0.017493  # 2001,W.P.Abfalterer+     ## 13794002
        3.9524        2.042     0.017433  # 2001,W.P.Abfalterer+     ## 13794002
        3.9558        1.979     0.017226  # 2001,W.P.Abfalterer+     ## 13794002
        3.9594        1.974     0.017175  # 2001,W.P.Abfalterer+     ## 13794002
        3.9628       1.9559     0.017095  # 2001,W.P.Abfalterer+     ## 13794002
        3.9663       1.9781     0.017123  # 2001,W.P.Abfalterer+     ## 13794002
        3.9699       1.9909     0.017013  # 2001,W.P.Abfalterer+     ## 13794002
        3.9734       1.9871     0.016947  # 2001,W.P.Abfalterer+     ## 13794002
        3.9769       1.9333     0.016847  # 2001,W.P.Abfalterer+     ## 13794002
        3.9804       1.9669     0.016997  # 2001,W.P.Abfalterer+     ## 13794002
        3.9839       1.9362     0.016666  # 2001,W.P.Abfalterer+     ## 13794002
        3.9874       1.9149     0.016598  # 2001,W.P.Abfalterer+     ## 13794002
         3.991       1.9524     0.016632  # 2001,W.P.Abfalterer+     ## 13794002
        3.9945       1.9202     0.016604  # 2001,W.P.Abfalterer+     ## 13794002
        3.9981       1.8842     0.016416  # 2001,W.P.Abfalterer+     ## 13794002
        4.0016       1.9106     0.016488  # 2001,W.P.Abfalterer+     ## 13794002
        4.0052       1.9237     0.016484  # 2001,W.P.Abfalterer+     ## 13794002
        4.0087       1.9394     0.016468  # 2001,W.P.Abfalterer+     ## 13794002
        4.0123        1.904     0.016342  # 2001,W.P.Abfalterer+     ## 13794002
        4.0159        1.894      0.01636  # 2001,W.P.Abfalterer+     ## 13794002
        4.0194       1.8758     0.016207  # 2001,W.P.Abfalterer+     ## 13794002
         4.023       1.8736     0.016237  # 2001,W.P.Abfalterer+     ## 13794002
        4.0266        1.895     0.016223  # 2001,W.P.Abfalterer+     ## 13794002
        4.0302       1.8513     0.015998  # 2001,W.P.Abfalterer+     ## 13794002
        4.0338       1.8597     0.016051  # 2001,W.P.Abfalterer+     ## 13794002
        4.0374       1.8798     0.016126  # 2001,W.P.Abfalterer+     ## 13794002
        4.0409         1.87     0.016052  # 2001,W.P.Abfalterer+     ## 13794002
        4.0446       1.8728     0.016087  # 2001,W.P.Abfalterer+     ## 13794002
        4.0482        1.822     0.015798  # 2001,W.P.Abfalterer+     ## 13794002
        4.0518       1.9026      0.01611  # 2001,W.P.Abfalterer+     ## 13794002
        4.0554        1.887     0.015989  # 2001,W.P.Abfalterer+     ## 13794002
         4.059       1.8593     0.015971  # 2001,W.P.Abfalterer+     ## 13794002
        4.0627       1.8274     0.015806  # 2001,W.P.Abfalterer+     ## 13794002
        4.0663       1.8432     0.015767  # 2001,W.P.Abfalterer+     ## 13794002
        4.0699        1.833     0.015597  # 2001,W.P.Abfalterer+     ## 13794002
        4.0736       1.8025      0.01545  # 2001,W.P.Abfalterer+     ## 13794002
        4.0772       1.8107     0.015554  # 2001,W.P.Abfalterer+     ## 13794002
        4.0809        1.831      0.01551  # 2001,W.P.Abfalterer+     ## 13794002
        4.0845       1.8164     0.015421  # 2001,W.P.Abfalterer+     ## 13794002
        4.0882       1.8098     0.015448  # 2001,W.P.Abfalterer+     ## 13794002
        4.0919       1.7873     0.015342  # 2001,W.P.Abfalterer+     ## 13794002
        4.0955       1.8256      0.01551  # 2001,W.P.Abfalterer+     ## 13794002
        4.0992       1.7981     0.015351  # 2001,W.P.Abfalterer+     ## 13794002
        4.1029       1.7874     0.015384  # 2001,W.P.Abfalterer+     ## 13794002
        4.1066       1.8263     0.015395  # 2001,W.P.Abfalterer+     ## 13794002
        4.1103       1.8283     0.015407  # 2001,W.P.Abfalterer+     ## 13794002
         4.114       1.8112     0.015381  # 2001,W.P.Abfalterer+     ## 13794002
        4.1177       1.8393     0.015582  # 2001,W.P.Abfalterer+     ## 13794002
        4.1214       1.8251     0.015392  # 2001,W.P.Abfalterer+     ## 13794002
        4.1251       1.7948     0.015437  # 2001,W.P.Abfalterer+     ## 13794002
        4.1288       1.7862     0.015339  # 2001,W.P.Abfalterer+     ## 13794002
        4.1325       1.7844     0.015442  # 2001,W.P.Abfalterer+     ## 13794002
        4.1363       1.8437     0.015483  # 2001,W.P.Abfalterer+     ## 13794002
          4.14         1.85      0.01564  # 2001,W.P.Abfalterer+     ## 13794002
        4.1438       1.8578     0.015609  # 2001,W.P.Abfalterer+     ## 13794002
        4.1475       1.8462     0.015717  # 2001,W.P.Abfalterer+     ## 13794002
        4.1512       1.8502     0.015783  # 2001,W.P.Abfalterer+     ## 13794002
         4.155       1.9025     0.015961  # 2001,W.P.Abfalterer+     ## 13794002
        4.1588       1.8586     0.015897  # 2001,W.P.Abfalterer+     ## 13794002
        4.1625       1.9112     0.016121  # 2001,W.P.Abfalterer+     ## 13794002
        4.1663        1.904     0.016068  # 2001,W.P.Abfalterer+     ## 13794002
        4.1701        1.882     0.016021  # 2001,W.P.Abfalterer+     ## 13794002
        4.1739       1.9318     0.016243  # 2001,W.P.Abfalterer+     ## 13794002
        4.1776        1.937      0.01636  # 2001,W.P.Abfalterer+     ## 13794002
        4.1814        1.957     0.016464  # 2001,W.P.Abfalterer+     ## 13794002
        4.1852            2     0.016656  # 2001,W.P.Abfalterer+     ## 13794002
         4.189       2.0034     0.016505  # 2001,W.P.Abfalterer+     ## 13794002
        4.1928       2.0374     0.016833  # 2001,W.P.Abfalterer+     ## 13794002
        4.1966       2.0055     0.016731  # 2001,W.P.Abfalterer+     ## 13794002
        4.2004        2.022     0.016728  # 2001,W.P.Abfalterer+     ## 13794002
        4.2043       2.0885     0.017001  # 2001,W.P.Abfalterer+     ## 13794002
        4.2081       2.1118     0.017115  # 2001,W.P.Abfalterer+     ## 13794002
        4.2119        2.149     0.017302  # 2001,W.P.Abfalterer+     ## 13794002
        4.2158       2.0939      0.01707  # 2001,W.P.Abfalterer+     ## 13794002
        4.2196       2.1321     0.017279  # 2001,W.P.Abfalterer+     ## 13794002
        4.2235       2.1339     0.017289  # 2001,W.P.Abfalterer+     ## 13794002
        4.2273       2.1672     0.017344  # 2001,W.P.Abfalterer+     ## 13794002
        4.2312       2.1578     0.017265  # 2001,W.P.Abfalterer+     ## 13794002
         4.235       2.1962     0.017508  # 2001,W.P.Abfalterer+     ## 13794002
        4.2389       2.1879     0.017497  # 2001,W.P.Abfalterer+     ## 13794002
        4.2428       2.2188     0.017488  # 2001,W.P.Abfalterer+     ## 13794002
        4.2467        2.237     0.017557  # 2001,W.P.Abfalterer+     ## 13794002
        4.2505       2.2254     0.017476  # 2001,W.P.Abfalterer+     ## 13794002
        4.2544       2.2267     0.017561  # 2001,W.P.Abfalterer+     ## 13794002
        4.2583       2.2381     0.017549  # 2001,W.P.Abfalterer+     ## 13794002
        4.2622       2.2513     0.017495  # 2001,W.P.Abfalterer+     ## 13794002
        4.2661       2.2421     0.017514  # 2001,W.P.Abfalterer+     ## 13794002
          4.27        2.223     0.017425  # 2001,W.P.Abfalterer+     ## 13794002
         4.274       2.1939     0.017194  # 2001,W.P.Abfalterer+     ## 13794002
        4.2779       2.2302      0.01738  # 2001,W.P.Abfalterer+     ## 13794002
        4.2818       2.1984     0.017225  # 2001,W.P.Abfalterer+     ## 13794002
        4.2857       2.2375     0.017481  # 2001,W.P.Abfalterer+     ## 13794002
        4.2897       2.2131     0.017148  # 2001,W.P.Abfalterer+     ## 13794002
        4.2936       2.2222     0.017272  # 2001,W.P.Abfalterer+     ## 13794002
        4.2976       2.1567     0.017036  # 2001,W.P.Abfalterer+     ## 13794002
        4.3015       2.1874     0.017253  # 2001,W.P.Abfalterer+     ## 13794002
        4.3055       2.1577     0.017023  # 2001,W.P.Abfalterer+     ## 13794002
        4.3095       2.1731     0.017068  # 2001,W.P.Abfalterer+     ## 13794002
        4.3134       2.1552     0.017038  # 2001,W.P.Abfalterer+     ## 13794002
        4.3174       2.1184     0.016814  # 2001,W.P.Abfalterer+     ## 13794002
        4.3214       2.1589     0.016863  # 2001,W.P.Abfalterer+     ## 13794002
        4.3254       2.1202     0.016808  # 2001,W.P.Abfalterer+     ## 13794002
        4.3294       2.0794     0.016409  # 2001,W.P.Abfalterer+     ## 13794002
        4.3334       2.0951      0.01658  # 2001,W.P.Abfalterer+     ## 13794002
        4.3374       2.0573     0.016302  # 2001,W.P.Abfalterer+     ## 13794002
        4.3414        2.038     0.016272  # 2001,W.P.Abfalterer+     ## 13794002
        4.3454       2.0421     0.016158  # 2001,W.P.Abfalterer+     ## 13794002
        4.3494       2.0292     0.016054  # 2001,W.P.Abfalterer+     ## 13794002
        4.3534       2.0088     0.015955  # 2001,W.P.Abfalterer+     ## 13794002
        4.3575        1.989     0.015846  # 2001,W.P.Abfalterer+     ## 13794002
